"Identifikator","Perioden Id","Jahres Id","Geräte_Name","Passives_Gerät","Datum","Modus","Konto","Konto Name","Mitarbeiter","Referenz","Typ","Mng","Einzelpreis","FinalPreis","Rabatt","Materialverlust/Bruch","Gratis","Buchung","SKU","Artikel","Gruppe","StatGruppe","SteuerName","SteuerRate","VorSteuern","SteuernMenge","Profil"
"S1057915.325504","SP1057915.164.1","SY1057915.2026.281783","MASTER(1057915)","MASTER(1057915)","24.05.26 11:32","Prod","A1057915.40774","Bestellung 1","Ludwig(917501)","S1057915.325504","SALE","1","26.0","26.0","0.0","0.0","0.0","0.0","1293","Pizza Cowabunga","Pizza(1327290923352292)","Pizza","MwSt. 2.6%","1.026","25.341131","0.658869","Take away"
"S1057915.325505","SP1057915.164.2","SY1057915.2026.281784","MASTER(1057915)","MASTER(1057915)","24.05.26 11:32","Prod","A1057915.40774","Bestellung 1","Ludwig(917501)","S1057915.325505","SALE","1","17.9","17.9","0.0","0.0","0.0","0.0","1383","Pizza Marinara","Pizza(1327290923352292)","Pizza","MwSt. 2.6%","1.026","17.446394","0.453606","Take away"
"S1057915.325506","SP1057915.164.3","SY1057915.2026.281785","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:38","Prod","A1057915.40775","Tisch 509","Placido(917627)","S1057915.325506","SALE","1","13.0","13.0","0.0","0.0","0.0","0.0","1231","Aperol Spritz","Getränke(1327290923352111)","","MwSt. 8.1%","1.081","12.025902","0.974098","Tischservice"
"S1057915.325507","SP1057915.164.4","SY1057915.2026.281786","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:38","Prod","A1057915.40775","Tisch 509","Placido(917627)","S1057915.325507","SALE","1","16.0","16.0","0.0","0.0","0.0","0.0","1391","Moscow Mule","Getränke(1327290923352111)","Cocktails","MwSt. 8.1%","1.081","14.80111","1.19889","Tischservice"
"S1057915.325508","SP1057915.164.5","SY1057915.2026.281787","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:38","Prod","A1057915.40775","Tisch 509","Placido(917627)","S1057915.325508","SALE","1","8.0","8.0","0.0","0.0","0.0","0.0","719","Acqua Morelli sparkling 0,75l","Getränke(1327290923352111)","[]","MwSt. 8.1%","1.081","7.400555","0.599445","Tischservice"
"S1057915.325509","SP1057915.164.6","SY1057915.2026.281788","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:38","Prod","A1057915.40776","Tisch 503","Placido(917627)","S1057915.325509","SALE","1","5.0","5.0","0.0","0.0","0.0","0.0","1210","Goldberg Ginger Ale 0,2","Getränke(1327290923352111)","AFG","MwSt. 8.1%","1.081","4.625347","0.374653","Tischservice"
"S1057915.325510","SP1057915.164.7","SY1057915.2026.281789","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:38","Prod","A1057915.40776","Tisch 503","Placido(917627)","S1057915.325510","SALE","1","8.5","8.5","0.0","0.0","0.0","0.0","1422","Pure Lady 0,4","Getränke(1327290923352111)","","MwSt. 8.1%","1.081","7.86309","0.63691","Tischservice"
"S1057915.325511","SP1057915.164.8","SY1057915.2026.281790","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:38","Prod","A1057915.40776","Tisch 503","Placido(917627)","S1057915.325511","SALE","1","15.0","15.0","0.0","0.0","0.0","0.0","738","Cheese Roll","Vorspeisen(1327290923353063)","[]","MwSt. 8.1%","1.081","13.876041","1.123959","Tischservice"
"S1057915.325512","SP1057915.164.9","SY1057915.2026.281791","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:38","Prod","A1057915.40776","Tisch 503","Placido(917627)","S1057915.325512","SALE","1","26.0","26.0","0.0","0.0","0.0","0.0","1381","Pizza Margherita di Bufalina","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","24.051804","1.948196","Tischservice"
"S1057915.325513","SP1057915.164.10","SY1057915.2026.281792","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:38","Prod","A1057915.40776","Tisch 503","Placido(917627)","S1057915.325513","SALE","1","32.9","32.9","0.0","0.0","0.0","0.0","14847","Trufflepasta in a Pizza Bowl","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","30.434783","2.465217","Tischservice"
"S1057915.325514","SP1057915.164.11","SY1057915.2026.281793","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:43","Prod","A1057915.40775","Tisch 509","Placido(917627)","S1057915.325514","SALE","1","24.9","24.9","0.0","0.0","0.0","0.0","1435","Salsiccia Style","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","23.034228","1.865772","Tischservice"
"S1057915.325515","SP1057915.164.12","SY1057915.2026.281794","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:44","Prod","A1057915.40775","Tisch 509","Placido(917627)","S1057915.325515","SALE","1","18.0","18.0","0.0","0.0","0.0","0.0","736","Focaccia mit 3 Dips","Vorspeisen(1327290923353063)","[]","MwSt. 8.1%","1.081","16.651249","1.348751","Tischservice"
"S1057915.325516","SP1057915.164.13","SY1057915.2026.281795","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:44","Prod","A1057915.40775","Tisch 509","Placido(917627)","S1057915.325516","SALE","1","0.0","0.0","0.0","0.0","0.0","0.0","17104","Nduja Mayo","Vorspeisen(1327290923353063)","","MwSt. 8.1%","1.081","0","0","Tischservice"
"S1057915.325517","SP1057915.164.14","SY1057915.2026.281796","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:44","Prod","A1057915.40775","Tisch 509","Placido(917627)","S1057915.325517","SALE","1","0.0","0.0","0.0","0.0","0.0","0.0","1243","Basilikum-Pesto Dip","Vorspeisen(1327290923353063)","","MwSt. 8.1%","1.081","0","0","Tischservice"
"S1057915.325518","SP1057915.164.15","SY1057915.2026.281797","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:44","Prod","A1057915.40775","Tisch 509","Placido(917627)","S1057915.325518","SALE","1","0.0","0.0","0.0","0.0","0.0","0.0","1452","Trüffel Mayo","Vorspeisen(1327290923353063)","","MwSt. 8.1%","1.081","0","0","Tischservice"
"S1057915.325519","SP1057915.164.16","SY1057915.2026.281798","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:44","Prod","A1057915.40775","Tisch 509","Placido(917627)","S1057915.325519","SALE","1","28.9","28.9","0.0","0.0","0.0","0.0","1448","The Rock","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","26.734505","2.165495","Tischservice"
"S1057915.325520","SP1057915.164.17","SY1057915.2026.281799","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:44","Prod","A1057915.40777","Tisch 304","Placido(917627)","S1057915.325520","SALE","1","24.0","24.0","0.0","0.0","0.0","0.0","737","Black Angus Carpaccio","Vorspeisen(1327290923353063)","[]","MwSt. 8.1%","1.081","22.201665","1.798335","Tischservice"
"S1057915.325521","SP1057915.164.18","SY1057915.2026.281800","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:44","Prod","A1057915.40777","Tisch 304","Placido(917627)","S1057915.325521","SALE","1","24.9","24.9","0.0","0.0","0.0","0.0","1411","Bacon N Cheese","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","23.034228","1.865772","Tischservice"
"S1057915.325522","SP1057915.164.19","SY1057915.2026.281801","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:45","Prod","A1057915.40777","Tisch 304","Placido(917627)","S1057915.325522","SALE","1","5.5","5.5","0.0","0.0","0.0","0.0","5804","Coca-Cola","Getränke(1327290923352111)","[]","MwSt. 8.1%","1.081","5.087882","0.412118","Tischservice"
"S1057915.325523","SP1057915.164.20","SY1057915.2026.281802","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:45","Prod","A1057915.40777","Tisch 304","Placido(917627)","S1057915.325523","SALE","1","5.5","5.5","0.0","0.0","0.0","0.0","720","Goldsprint 0,3","Alkohol(1327290923352112)","[]","MwSt. 8.1%","1.081","5.087882","0.412118","Tischservice"
"S1057915.325524","SP1057915.164.21","SY1057915.2026.281803","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:58","Prod","A1057915.40778","Tisch 505","Placido(917627)","S1057915.325524","SALE","1","20.9","20.9","0.0","0.0","0.0","0.0","4822","Grünzeug mit Ziegenkäse.","Salate(1327290923352297)","","MwSt. 8.1%","1.081","19.33395","1.56605","Tischservice"
"S1057915.325525","SP1057915.164.22","SY1057915.2026.281804","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:58","Prod","A1057915.40778","Tisch 505","Placido(917627)","S1057915.325525","SALE","1","26.5","26.5","0.0","0.0","0.0","0.0","1290","Chicken & Burrata","Salate(1327290923352297)","","MwSt. 8.1%","1.081","24.514339","1.985661","Tischservice"
"S1057915.325526","SP1057915.164.23","SY1057915.2026.281805","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:58","Prod","A1057915.40778","Tisch 505","Placido(917627)","S1057915.325526","SALE","1","26.0","26.0","0.0","0.0","0.0","0.0","1381","Pizza Margherita di Bufalina","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","24.051804","1.948196","Tischservice"
"S1057915.325527","SP1057915.164.24","SY1057915.2026.281806","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:58","Prod","A1057915.40778","Tisch 505","Placido(917627)","S1057915.325527","SALE","1","22.0","22.0","0.0","0.0","0.0","0.0","735","Best of Bruschetta","Vorspeisen(1327290923353063)","[]","MwSt. 8.1%","1.081","20.351526","1.648474","Tischservice"
"S1057915.325528","SP1057915.164.25","SY1057915.2026.281807","MASTER(1057915)","Iphone 6(1057921)","24.05.26 11:59","Prod","A1057915.40778","Tisch 505","Placido(917627)","S1057915.325528","SALE","1","0.0","0.0","0.0","0.0","0.0","0.0","OI1","Bar Divers (Bardrucker)","Getränke(1327290923352111)","Getränke Diverse","MwSt. 8.1%","1.081","0","0","Tischservice"
"S1057915.325529","SP1057915.164.26","SY1057915.2026.281808","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:07","Prod","A1057915.40779","Tisch 506","Placido(917627)","S1057915.325529","SALE","1","5.5","5.5","0.0","0.0","0.0","0.0","1206","Rauch Pfirsich-Eistee 0,33","Getränke(1327290923352111)","AFG","MwSt. 8.1%","1.081","5.087882","0.412118","Tischservice"
"S1057915.325530","SP1057915.164.27","SY1057915.2026.281809","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:07","Prod","A1057915.40779","Tisch 506","Placido(917627)","S1057915.325530","SALE","1","9.0","9.0","0.0","0.0","0.0","0.0","1413","Primitivo 0,15","Getränke(1327290923352111)","","MwSt. 8.1%","1.081","8.325624","0.674376","Tischservice"
"S1057915.325531","SP1057915.164.28","SY1057915.2026.281810","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:08","Prod","A1057915.40779","Tisch 506","Placido(917627)","S1057915.325531","SALE","1","8.0","8.0","0.0","0.0","0.0","0.0","719","Acqua Morelli sparkling 0,75l","Getränke(1327290923352111)","[]","MwSt. 8.1%","1.081","7.400555","0.599445","Tischservice"
"S1057915.325533","SP1057915.164.30","SY1057915.2026.281812","MASTER(1057915)","Iphone 7(1057932)","24.05.26 12:08","Prod","A1057915.40780","Tisch 504","Tomas(1008589)","S1057915.325533","SALE","1","5.5","5.5","0.0","0.0","0.0","0.0","5804","Coca-Cola","Getränke(1327290923352111)","[]","MwSt. 8.1%","1.081","5.087882","0.412118","Tischservice"
"S1057915.325532","SP1057915.164.29","SY1057915.2026.281811","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:08","Prod","A1057915.40779","Tisch 506","Placido(917627)","S1057915.325532","SALE","1","5.5","5.5","0.0","0.0","0.0","0.0","1206","Rauch Pfirsich-Eistee 0,33","Getränke(1327290923352111)","AFG","MwSt. 8.1%","1.081","5.087882","0.412118","Tischservice"
"S1057915.325534","SP1057915.164.31","SY1057915.2026.281813","MASTER(1057915)","Iphone 7(1057932)","24.05.26 12:08","Prod","A1057915.40780","Tisch 504","Tomas(1008589)","S1057915.325534","SALE","1","5.5","5.5","0.0","0.0","0.0","0.0","1423","Bier + Sprite 0,3","Getränke(1327290923352111)","Bier","MwSt. 8.1%","1.081","5.087882","0.412118","Tischservice"
"S1057915.325535","SP1057915.164.32","SY1057915.2026.281814","MASTER(1057915)","Iphone 7(1057932)","24.05.26 12:08","Prod","A1057915.40780","Tisch 504","Tomas(1008589)","S1057915.325535","SALE","1","5.5","5.5","0.0","0.0","0.0","0.0","5805","Coca-Cola Zero","Getränke(1327290923352111)","[]","MwSt. 8.1%","1.081","5.087882","0.412118","Tischservice"
"S1057915.325536","SP1057915.164.33","SY1057915.2026.281815","MASTER(1057915)","Iphone 7(1057932)","24.05.26 12:08","Prod","A1057915.40780","Tisch 504","Tomas(1008589)","S1057915.325536","SALE","1","14.0","14.0","0.0","0.0","0.0","0.0","1367","Lillet Wildberry","Getränke(1327290923352111)","","MwSt. 8.1%","1.081","12.950971","1.049029","Tischservice"
"S1057915.325537","SP1057915.164.34","SY1057915.2026.281816","MASTER(1057915)","Iphone 7(1057932)","24.05.26 12:08","Prod","A1057915.40780","Tisch 504","Tomas(1008589)","S1057915.325537","SALE","1","6.9","6.9","0.0","0.0","0.0","0.0","1378","Maracujaschorle 0,4","Getränke(1327290923352111)","AFG","MwSt. 8.1%","1.081","6.382979","0.517021","Tischservice"
"S1057915.325538","SP1057915.164.35","SY1057915.2026.281817","MASTER(1057915)","Iphone 7(1057932)","24.05.26 12:08","Prod","A1057915.40780","Tisch 504","Tomas(1008589)","S1057915.325538","SALE","1","26.0","26.0","0.0","0.0","0.0","0.0","1293","Pizza Cowabunga","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","24.051804","1.948196","Tischservice"
"S1057915.325539","SP1057915.164.36","SY1057915.2026.281818","MASTER(1057915)","Iphone 7(1057932)","24.05.26 12:09","Prod","A1057915.40780","Tisch 504","Tomas(1008589)","S1057915.325539","SALE","1","8.0","8.0","0.0","0.0","0.0","0.0","3729","mit-Burrata+","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","7.400555","0.599445","Tischservice"
"S1057915.325540","SP1057915.164.37","SY1057915.2026.281819","MASTER(1057915)","Iphone 7(1057932)","24.05.26 12:09","Prod","A1057915.40780","Tisch 504","Tomas(1008589)","S1057915.325540","SALE","1","32.9","32.9","0.0","0.0","0.0","0.0","14847","Trufflepasta in a Pizza Bowl","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","30.434783","2.465217","Tischservice"
"S1057915.325541","SP1057915.164.38","SY1057915.2026.281820","MASTER(1057915)","Iphone 7(1057932)","24.05.26 12:09","Prod","A1057915.40780","Tisch 504","Tomas(1008589)","S1057915.325541","SALE","1","28.9","28.9","0.0","0.0","0.0","0.0","795","Carbonara in a Pizzabowl","Küche(1327290923352113)","[]","MwSt. 8.1%","1.081","26.734505","2.165495","Tischservice"
"S1057915.325542","SP1057915.164.39","SY1057915.2026.281821","MASTER(1057915)","Iphone 7(1057932)","24.05.26 12:09","Prod","A1057915.40780","Tisch 504","Tomas(1008589)","S1057915.325542","SALE","1","19.9","19.9","0.0","0.0","0.0","0.0","20964","Pizza Margherita","Pizza(1327290923352292)","[]","MwSt. 8.1%","1.081","18.408881","1.491119","Tischservice"
"S1057915.325543","SP1057915.164.40","SY1057915.2026.281822","MASTER(1057915)","Iphone 7(1057932)","24.05.26 12:09","Prod","A1057915.40780","Tisch 504","Tomas(1008589)","S1057915.325543","SALE","1","8.0","8.0","0.0","0.0","0.0","0.0","20938","mit Burrata","Pizza(1327290923352292)","[]","MwSt. 8.1%","1.081","7.400555","0.599445","Tischservice"
"S1057915.325544","SP1057915.164.41","SY1057915.2026.281823","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:12","Prod","A1057915.40776","Tisch 503","Placido(917627)","S1057915.325544","SALE","1","5.0","5.0","0.0","0.0","0.0","0.0","1210","Goldberg Ginger Ale 0,2","Getränke(1327290923352111)","AFG","MwSt. 8.1%","1.081","4.625347","0.374653","Tischservice"
"S1057915.325545","SP1057915.164.42","SY1057915.2026.281824","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:12","Prod","A1057915.40781","Tisch 407","Placido(917627)","S1057915.325545","SALE","1","13.0","13.0","0.0","0.0","0.0","0.0","1231","Aperol Spritz","Getränke(1327290923352111)","","MwSt. 8.1%","1.081","12.025902","0.974098","Tischservice"
"S1057915.325546","SP1057915.164.43","SY1057915.2026.281825","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:12","Prod","A1057915.40781","Tisch 407","Placido(917627)","S1057915.325546","SALE","1","8.0","8.0","0.0","0.0","0.0","0.0","719","Acqua Morelli sparkling 0,75l","Getränke(1327290923352111)","[]","MwSt. 8.1%","1.081","7.400555","0.599445","Tischservice"
"S1057915.325547","SP1057915.164.44","SY1057915.2026.281826","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:12","Prod","A1057915.40781","Tisch 407","Placido(917627)","S1057915.325547","SALE","1","8.0","8.0","0.0","0.0","0.0","0.0","718","Acqua Morelli naturale 0,75l","Getränke(1327290923352111)","[]","MwSt. 8.1%","1.081","7.400555","0.599445","Tischservice"
"S1057915.325548","SP1057915.164.45","SY1057915.2026.281827","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:13","Prod","A1057915.40781","Tisch 407","Placido(917627)","S1057915.325548","SALE","1","10.5","10.5","0.0","0.0","0.0","0.0","765","Eau de Provence 0,15l","Alkohol(1327290923352112)","[]","MwSt. 8.1%","1.081","9.713228","0.786772","Tischservice"
"S1057915.325549","SP1057915.164.46","SY1057915.2026.281828","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:13","Prod","A1057915.40781","Tisch 407","Placido(917627)","S1057915.325549","SALE","1","10.5","10.5","0.0","0.0","0.0","0.0","765","Eau de Provence 0,15l","Alkohol(1327290923352112)","[]","MwSt. 8.1%","1.081","9.713228","0.786772","Tischservice"
"S1057915.325550","SP1057915.164.47","SY1057915.2026.281829","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:13","Prod","A1057915.40781","Tisch 407","Placido(917627)","S1057915.325550","SALE","1","10.5","10.5","0.0","0.0","0.0","0.0","765","Eau de Provence 0,15l","Alkohol(1327290923352112)","[]","MwSt. 8.1%","1.081","9.713228","0.786772","Tischservice"
"S1057915.325551","SP1057915.164.48","SY1057915.2026.281830","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:13","Prod","A1057915.40781","Tisch 407","Placido(917627)","S1057915.325551","SALE","0E+1","0.0","0.0","0.0","0.0","0.0","0.0","765","Eau de Provence 0,15l","Alkohol(1327290923352112)","[]","MwSt. 8.1%","1.081","0","0","Tischservice"
"S1057915.325552","SP1057915.164.49","SY1057915.2026.281831","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:13","Prod","A1057915.40779","Tisch 506","Placido(917627)","S1057915.325552","SALE","1","19.9","19.9","0.0","0.0","0.0","0.0","20964","Pizza Margherita","Pizza(1327290923352292)","[]","MwSt. 8.1%","1.081","18.408881","1.491119","Tischservice"
"S1057915.325553","SP1057915.164.50","SY1057915.2026.281832","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:13","Prod","A1057915.40779","Tisch 506","Placido(917627)","S1057915.325553","SALE","1","6.0","6.0","0.0","0.0","0.0","0.0","3715","mit kochschinken","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","5.550416","0.449584","Tischservice"
"S1057915.325554","SP1057915.164.51","SY1057915.2026.281833","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:13","Prod","A1057915.40779","Tisch 506","Placido(917627)","S1057915.325554","SALE","1","28.9","28.9","0.0","0.0","0.0","0.0","1448","The Rock","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","26.734505","2.165495","Tischservice"
"S1057915.325555","SP1057915.164.52","SY1057915.2026.281834","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:13","Prod","A1057915.40779","Tisch 506","Placido(917627)","S1057915.325555","SALE","0E+1","0.0","0.0","0.0","0.0","0.0","0.0","1447","Pizza The Beast","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","0","0","Tischservice"
"S1057915.325556","SP1057915.164.53","SY1057915.2026.281835","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:13","Prod","A1057915.40779","Tisch 506","Placido(917627)","S1057915.325556","SALE","1","28.9","28.9","0.0","0.0","0.0","0.0","1406","Pizza Parma 24","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","26.734505","2.165495","Tischservice"
"S1057915.325559","SP1057915.164.56","SY1057915.2026.281838","MASTER(1057915)","MASTER(1057915)","24.05.26 12:14","Prod","A1057915.40782","Ludwig","Ludwig(917501)","S1057915.325559","SALE","1","5.5","5.5","0.0","0.0","0.0","0.0","5804","Coca-Cola","Getränke(1327290923352111)","[]","MwSt. 8.1%","1.081","5.087882","0.412118","Tischservice"
"S1057915.325557","SP1057915.164.54","SY1057915.2026.281836","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:14","Prod","A1057915.40779","Tisch 506","Placido(917627)","S1057915.325557","SALE","1","23.9","23.9","0.0","0.0","0.0","0.0","1385","Schinken Champignons","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","22.109158","1.790842","Tischservice"
"S1057915.325560","SP1057915.164.57","SY1057915.2026.281839","MASTER(1057915)","MASTER(1057915)","24.05.26 12:14","Prod","A1057915.40782","Ludwig","Ludwig(917501)","S1057915.325560","SALE","1","23.9","23.9","0.0","0.0","0.0","0.0","1385","Schinken Champignons","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","22.109158","1.790842","Tischservice"
"S1057915.325558","SP1057915.164.55","SY1057915.2026.281837","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:14","Prod","A1057915.40779","Tisch 506","Placido(917627)","S1057915.325558","SALE","1","23.9","23.9","0.0","0.0","0.0","0.0","1385","Schinken Champignons","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","22.109158","1.790842","Tischservice"
"S1057915.325561","SP1057915.164.58","SY1057915.2026.281840","MASTER(1057915)","MASTER(1057915)","24.05.26 12:14","Prod","A1057915.40782","Ludwig","Ludwig(917501)","S1057915.325561","SALE","1","0.0","0.0","0.0","0.0","0.0","0.0","OI3","Pizza Divers (Pizzadrucker)","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","0","0","Tischservice"
"S1057915.325562","SP1057915.164.59","SY1057915.2026.281841","MASTER(1057915)","MASTER(1057915)","24.05.26 12:14","Prod","A1057915.40782","Ludwig","Ludwig(917501)","S1057915.325562","SALE","1","2.0","2.0","0.0","0.0","0.0","0.0","3706","mit Zwiebel","Pizza(1327290923352292)","Pizza","MwSt. 8.1%","1.081","1.850139","0.149861","Tischservice"
"S1057915.325563","SP1057915.164.60","SY1057915.2026.281842","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:14","Prod","A1057915.40776","Tisch 503","Placido(917627)","S1057915.325563","SALE","1","5.5","5.5","0.0","0.0","0.0","0.0","5804","Coca-Cola","Getränke(1327290923352111)","[]","MwSt. 8.1%","1.081","5.087882","0.412118","Tischservice"
"S1057915.325564","SP1057915.164.61","SY1057915.2026.281843","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:14","Prod","A1057915.40776","Tisch 503","Placido(917627)","S1057915.325564","SALE","1","0.0","0.0","0.0","0.0","0.0","0.0","2116","mit Eis","Getränke(1327290923352111)","Spirituosen","MwSt. 8.1%","1.081","0","0","Tischservice"
"S1057915.325565","SP1057915.164.62","SY1057915.2026.281844","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:14","Prod","A1057915.40776","Tisch 503","Placido(917627)","S1057915.325565","SALE","1","0.0","0.0","0.0","0.0","0.0","0.0","4101","mit Zitrone","Getränke(1327290923352111)","Getränke Diverse","MwSt. 8.1%","1.081","0","0","Tischservice"
"S1057915.325566","SP1057915.164.63","SY1057915.2026.281845","MASTER(1057915)","Iphone 8(1057920)","24.05.26 12:18","Prod","A1057915.40783","Mitte-Theke, Tisch 36","Martin(918044)","S1057915.325566","SALE","1","8.0","8.0","0.0","0.0","0.0","0.0","718","Acqua Morelli naturale 0,75l","Getränke(1327290923352111)","[]","MwSt. 8.1%","1.081","7.400555","0.599445","Tischservice"
"S1057915.325567","SP1057915.164.64","SY1057915.2026.281846","MASTER(1057915)","Iphone 8(1057920)","24.05.26 12:18","Prod","A1057915.40783","Mitte-Theke, Tisch 36","Martin(918044)","S1057915.325567","SALE","1","8.0","8.0","0.0","0.0","0.0","0.0","719","Acqua Morelli sparkling 0,75l","Getränke(1327290923352111)","[]","MwSt. 8.1%","1.081","7.400555","0.599445","Tischservice"
"S1057915.325568","SP1057915.164.65","SY1057915.2026.281847","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:19","Prod","A1057915.40781","Tisch 407","Placido(917627)","S1057915.325568","SALE","1","23.0","23.0","0.0","0.0","0.0","0.0","734","Mixed Antipasti","Vorspeisen(1327290923353063)","[]","MwSt. 8.1%","1.081","21.276596","1.723404","Tischservice"
"S1057915.325569","SP1057915.164.66","SY1057915.2026.281848","MASTER(1057915)","Iphone 6(1057921)","24.05.26 12:19","Prod","A1057915.40781","Tisch 407","Placido(917627)","S1057915.325569","SALE","1","23.0","23.0","0.0","0.0","0.0","0.0","734","Mixed Antipasti","Vorspeisen(1327290923353063)","[]","MwSt. 8.1%","1.081","21.276596","1.723404","Tischservice"
"S1057915.325570","SP1057915.164.67","SY1057915.2026.281849","MASTER(1057915)","Iphone 8(1057920)","24.05.26 12:23","Prod","A1057915.40784","Mitte-Theke, Tisch 32","Martin(918044)","S1057915.325570","SALE","1","26.5","26.5","0.0","0.0","0.0","0.0","1275","Caesar Salad","Salate(1327290923352297)","","MwSt. 8.1%","1.081","24.514339","1.985661","Tischservice"
"S1057915.325571","SP1057915.164.68","SY1057915.2026.281850","MASTER(1057915)","Iphone 8(1057920)","24.05.26 12:23","Prod","A1057915.40784","Mitte-Theke, Tisch 32","Martin(918044)","S1057915.325571","SALE","1","7.5","7.5","0.0","0.0","0.0","0.0","1250","Benediktiner Weizen alkoholfrei 0,5","Getränke(1327290923352111)","Bier","MwSt. 8.1%","1.081","6.93802","0.56198","Tischservice"
"S1057915.325572","SP1057915.164.69","SY1057915.2026.281851","MASTER(1057915)","Iphone 8(1057920)","24.05.26 12:23","Prod","A1057915.40785","Mitte-Theke, Tisch 30","Martin(918044)","S1057915.325572","SALE","1","5.5","5.5","0.0","0.0","0.0","0.0","5804","Coca-Cola","Getränke(1327290923352111)","[]","MwSt. 8.1%","1.081","5.087882","0.412118","Tischservice"
"S1057915.325573","SP1057915.164.70","SY1057915.2026.281852","MASTER(1057915)","Iphone 8(1057920)","24.05.26 12:23","Prod","A1057915.40785","Mitte-Theke, Tisch 30","Martin(918044)","S1057915.325573","SALE","1","0.0","0.0","0.0","0.0","0.0","0.0","2116","mit Eis","Getränke(1327290923352111)","Spirituosen","MwSt. 8.1%","1.081","0","0","Tischservice"
"S1057915.325574","SP1057915.164.71","SY1057915.2026.281853","MASTER(1057915)","Iphone 8(1057920)","24.05.26 12:23","Prod","A1057915.40785","Mitte-Theke, Tisch 30","Martin(918044)","S1057915.325574","SALE","1","0.0","0.0","0.0","0.0","0.0","0.0","4101","mit Zitrone","Getränke(1327290923352111)","Getränke Diverse","MwSt. 8.1%","1.081","0","0","Tischservice"
